"Title","imdb.id","date","movie","rank","rating","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","DVD","BoxOffice","Production","Website","Response","short.title","freq","weeks.past"
"Dawn of the Planet of the Apes","tt2103281",2014-08-17,"Dawn of the Planet of the Apes",10,8.3,"2014","PG-13",2014-07-11,130,"Action, Drama, Sci-Fi","Matt Reeves","Mark Bomback, Rick Jaffa, Amanda Silver, Rick Jaffa (characters), Amanda Silver (characters), Pierre Boulle (novel)","Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell","In the wake of a disaster that changed the world, the growing and genetically evolving apes find themselves at a critical point with the human race.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_SX300.jpg",79,8.3,54384,"movie",91,"certified",7.9,229,208,21,"With intelligence and emotional resonance to match its stunning special effects, Dawn of the Planet of the Apes expands on its predecessor with an exciting and ambitious burst of sci-fi achievement.",92,4.3,147404,NA,172500000,"20th Century Fox","http://www.apes2014.com/","True","DwnofthPlntotA","3",NA
"Dawn of the Planet of the Apes","tt2103281",2014-08-10,"Dawn of the Planet of the Apes",5,8.3,"2014","PG-13",2014-07-11,130,"Action, Drama, Sci-Fi","Matt Reeves","Mark Bomback, Rick Jaffa, Amanda Silver, Rick Jaffa (characters), Amanda Silver (characters), Pierre Boulle (novel)","Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell","In the wake of a disaster that changed the world, the growing and genetically evolving apes find themselves at a critical point with the human race.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_SX300.jpg",79,8.3,54384,"movie",91,"certified",7.9,229,208,21,"With intelligence and emotional resonance to match its stunning special effects, Dawn of the Planet of the Apes expands on its predecessor with an exciting and ambitious burst of sci-fi achievement.",92,4.3,147404,NA,172500000,"20th Century Fox","http://www.apes2014.com/","True","DwnofthPlntotA","3",NA
"Dead in Tombstone","tt2268419",2013-09-29,"Dead In a Tombstone",10,4.5,"2013","R",2013-10-22,100,"Action, Fantasy, Horror","Roel Reiné","Brendan Cowles, Shane Kuhn","Danny Trejo, Mickey Rourke, Anthony Michael Hall, Dina Meyer","A gang overruns a small mining town murdering their own leader Guerrero (Trejo) in a cold-blooded power grab. Sentenced to eternity in hell he finds himself confronted by Satan himself (...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjAyNDI5NTMyNV5BMl5BanBnXkFtZTgwMzQzNjcwMDE@._V1_SX300.jpg",NA,4.8,2699,"movie",NA,"N/A",NA,NA,NA,NA,"N/A",NA,NA,NA,2013-10-22,NA,"N/A","N/A","True","DeadinTombston","1",0
"Dead Man Down","tt2101341",2013-06-16,"Dead Man Down",2,6.6,"2013","R",2013-03-08,118,"Action, Crime, Drama","Niels Arden Oplev","J.H. Wyman","Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper","In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.","English, French, Albanian, Spanish, Hungarian","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_SX300.jpg",39,6.5,43739,"movie",38,"rotten",5,96,36,60,"While the fine cast keeps Dead Man Down watchable throughout, the film is weighted down by absurd plot twists and a slack pace.",47,3.2,20345,2013-07-09,10900000,"FilmDistrict","http://blooddemandsblood.com/","True","Dead Man Down","4",0
"Dead Man Down","tt2101341",2013-06-30,"Dead Man Down",7,6.6,"2013","R",2013-03-08,118,"Action, Crime, Drama","Niels Arden Oplev","J.H. Wyman","Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper","In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.","English, French, Albanian, Spanish, Hungarian","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_SX300.jpg",39,6.5,43739,"movie",38,"rotten",5,96,36,60,"While the fine cast keeps Dead Man Down watchable throughout, the film is weighted down by absurd plot twists and a slack pace.",47,3.2,20345,2013-07-09,10900000,"FilmDistrict","http://blooddemandsblood.com/","True","Dead Man Down","4",0
"Dead Man Down","tt2101341",2013-06-09,"Dead Man Down",2,6.6,"2013","R",2013-03-08,118,"Action, Crime, Drama","Niels Arden Oplev","J.H. Wyman","Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper","In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.","English, French, Albanian, Spanish, Hungarian","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_SX300.jpg",39,6.5,43739,"movie",38,"rotten",5,96,36,60,"While the fine cast keeps Dead Man Down watchable throughout, the film is weighted down by absurd plot twists and a slack pace.",47,3.2,20345,2013-07-09,10900000,"FilmDistrict","http://blooddemandsblood.com/","True","Dead Man Down","4",0
"Dead Man Down","tt2101341",2013-06-23,"Dead Man Down",5,6.6,"2013","R",2013-03-08,118,"Action, Crime, Drama","Niels Arden Oplev","J.H. Wyman","Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper","In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.","English, French, Albanian, Spanish, Hungarian","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_SX300.jpg",39,6.5,43739,"movie",38,"rotten",5,96,36,60,"While the fine cast keeps Dead Man Down watchable throughout, the film is weighted down by absurd plot twists and a slack pace.",47,3.2,20345,2013-07-09,10900000,"FilmDistrict","http://blooddemandsblood.com/","True","Dead Man Down","4",0
"Delivery Man","tt2387559",2014-03-09,"Delivery Man",3,6.4,"2013","PG-13",2013-11-22,105,"Comedy, Drama","Ken Scott","Ken Scott (written for the screen by), Ken Scott (original screenplay ""Starbuck""), Martin Petit (original screenplay ""Starbuck"")","Vince Vaughn, Chris Pratt, Cobie Smulders, Andrzej Blumenfeld","An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjIxNjc2MzMzMl5BMl5BanBnXkFtZTgwMjA5NjM0MDE@._V1_SX300.jpg",44,6.4,35235,"movie",38,"rotten",4.9,134,51,83,"It has an undeniably sweet charm, and Vince Vaughn is eminently likable in the lead role, but The Delivery Man suffers in comparison to Starbuck, the hit Canadian comedy that inspired it.",49,3.3,56260,2014-03-25,30700000,"Walt Disney Pictures","http://www.facebook.com/DeliveryManMovie","True","Delivery Man","2",0
"Delivery Man","tt2387559",2014-03-16,"Delivery Man",7,6.4,"2013","PG-13",2013-11-22,105,"Comedy, Drama","Ken Scott","Ken Scott (written for the screen by), Ken Scott (original screenplay ""Starbuck""), Martin Petit (original screenplay ""Starbuck"")","Vince Vaughn, Chris Pratt, Cobie Smulders, Andrzej Blumenfeld","An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjIxNjc2MzMzMl5BMl5BanBnXkFtZTgwMjA5NjM0MDE@._V1_SX300.jpg",44,6.4,35235,"movie",38,"rotten",4.9,134,51,83,"It has an undeniably sweet charm, and Vince Vaughn is eminently likable in the lead role, but The Delivery Man suffers in comparison to Starbuck, the hit Canadian comedy that inspired it.",49,3.3,56260,2014-03-25,30700000,"Walt Disney Pictures","http://www.facebook.com/DeliveryManMovie","True","Delivery Man","2",0
"Despicable Me 2","tt1690953",2013-08-04,"Despicable Me 2",5,7.9,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Despicable Me 2","tt1690953",2013-11-10,"Despicable Me 2",10,7.7,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Despicable Me 2","tt1690953",2013-07-21,"Despicable Me 2",4,7.9,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Despicable Me 2","tt1690953",2013-07-07,"Despicable Me 2",10,7.9,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Despicable Me 2","tt1690953",2013-08-11,"Despicable Me 2",8,7.9,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Despicable Me 2","tt1690953",2013-07-14,"Despicable Me 2",4,7.9,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Despicable Me 2","tt1690953",2013-11-03,"Despicable Me 2",5,7.7,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Despicable Me 2","tt1690953",2013-10-27,"Despicable Me 2",2,7.7,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Despicable Me 2","tt1690953",2013-07-28,"Despicable Me 2",4,7.9,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Despicable Me 2","tt1690953",2013-10-20,"Despicable Me 2",3,7.7,"2013","PG",2013-07-03,98,"Animation, Comedy, Family","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","English","USA","Nominated for 2 Oscars. Another 13 wins & 44 nominations.","http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg",62,7.6,188716,"movie",74,"certified",6.7,170,126,44,"Despicable Me 2 offers plenty of eye-popping visual inventiveness and a number of big laughs.",85,4.2,355604,2013-12-10,3.68e+08,"Universal Pictures","http://www.despicableme.com/","True","DespicableMe2","10",0
"Dhoom: 3","tt1833673",2013-12-22,"Dhoom 3",5,NA,"2013","Unrated",2013-12-20,172,"Action, Crime, Thriller","Vijay Krishna Acharya","Vijay Krishna Acharya (story), Aditya Chopra (story), Vijay Krishna Acharya (screenplay)","Aamir Khan, Katrina Kaif, Tabrett Bethell, Abhishek Bachchan","To avenge his father's death, a circus entertainer trained in magic and acrobatics turns thief to take down a corrupt bank in Chicago. Two cops from Mumbai are assigned to the case.","Hindi, English, Tamil, Telugu, Arabic","India","10 wins & 25 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI3NjY4OTU3Ml5BMl5BanBnXkFtZTgwODI5MzM1MDE@._V1_SX300.jpg",61,5.9,21672,"movie",78,"fresh",8.2,9,7,2,"N/A",49,3.1,7153,2014-04-15,8e+06,"Yash Raj Films","http://www.yashrajfilms.com/","True","Dhoom: 3","1",0
"Divergent","tt1840309",2014-08-17,"Divergent",3,7.2,"2014","PG-13",2014-03-21,139,"Action, Adventure, Romance","Neil Burger","Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","English","USA","1 win.","http://ia.media-imdb.com/images/M/MV5BMjM3MDIxMzY1NV5BMl5BanBnXkFtZTgwMzk5NjEzMDE@._V1_SX300.jpg",48,7.3,79053,"movie",41,"rotten",5.4,192,79,113,"With an adherence to YA formula that undercuts its individualistic message, Divergent opens its planned trilogy in disappointingly predictable fashion.",75,3.9,108098,2014-08-05,150800000,"Lionsgate Films/Summit Entertainment","http://DivergentTheMovie.com/","True","Divergent","3",5
"Divergent","tt1840309",2014-08-03,"Divergent",1,7.2,"2014","PG-13",2014-03-21,139,"Action, Adventure, Romance","Neil Burger","Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","English","USA","1 win.","http://ia.media-imdb.com/images/M/MV5BMjM3MDIxMzY1NV5BMl5BanBnXkFtZTgwMzk5NjEzMDE@._V1_SX300.jpg",48,7.3,79053,"movie",41,"rotten",5.4,192,79,113,"With an adherence to YA formula that undercuts its individualistic message, Divergent opens its planned trilogy in disappointingly predictable fashion.",75,3.9,108098,2014-08-05,150800000,"Lionsgate Films/Summit Entertainment","http://DivergentTheMovie.com/","True","Divergent","3",5
"Divergent","tt1840309",2014-09-07,"Divergent",8,7.2,"2014","PG-13",2014-03-21,139,"Action, Adventure, Romance","Neil Burger","Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","English","USA","1 win.","http://ia.media-imdb.com/images/M/MV5BMjM3MDIxMzY1NV5BMl5BanBnXkFtZTgwMzk5NjEzMDE@._V1_SX300.jpg",48,7.3,79053,"movie",41,"rotten",5.4,192,79,113,"With an adherence to YA formula that undercuts its individualistic message, Divergent opens its planned trilogy in disappointingly predictable fashion.",75,3.9,108098,2014-08-05,150800000,"Lionsgate Films/Summit Entertainment","http://DivergentTheMovie.com/","True","Divergent","3",5
"Divergent","tt1840309",2014-08-10,"Divergent",2,7.2,"2014","PG-13",2014-03-21,139,"Action, Adventure, Romance","Neil Burger","Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","English","USA","1 win.","http://ia.media-imdb.com/images/M/MV5BMjM3MDIxMzY1NV5BMl5BanBnXkFtZTgwMzk5NjEzMDE@._V1_SX300.jpg",48,7.3,79053,"movie",41,"rotten",5.4,192,79,113,"With an adherence to YA formula that undercuts its individualistic message, Divergent opens its planned trilogy in disappointingly predictable fashion.",75,3.9,108098,2014-08-05,150800000,"Lionsgate Films/Summit Entertainment","http://DivergentTheMovie.com/","True","Divergent","3",5
"Divergent","tt1840309",2014-07-27,"Divergent",2,7.2,"2014","PG-13",2014-03-21,139,"Action, Adventure, Romance","Neil Burger","Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","English","USA","1 win.","http://ia.media-imdb.com/images/M/MV5BMjM3MDIxMzY1NV5BMl5BanBnXkFtZTgwMzk5NjEzMDE@._V1_SX300.jpg",48,7.3,79053,"movie",41,"rotten",5.4,192,79,113,"With an adherence to YA formula that undercuts its individualistic message, Divergent opens its planned trilogy in disappointingly predictable fashion.",75,3.9,108098,2014-08-05,150800000,"Lionsgate Films/Summit Entertainment","http://DivergentTheMovie.com/","True","Divergent","3",5
"Divergent","tt1840309",2014-08-24,"Divergent",4,7.2,"2014","PG-13",2014-03-21,139,"Action, Adventure, Romance","Neil Burger","Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","English","USA","1 win.","http://ia.media-imdb.com/images/M/MV5BMjM3MDIxMzY1NV5BMl5BanBnXkFtZTgwMzk5NjEzMDE@._V1_SX300.jpg",48,7.3,79053,"movie",41,"rotten",5.4,192,79,113,"With an adherence to YA formula that undercuts its individualistic message, Divergent opens its planned trilogy in disappointingly predictable fashion.",75,3.9,108098,2014-08-05,150800000,"Lionsgate Films/Summit Entertainment","http://DivergentTheMovie.com/","True","Divergent","3",5
"Divergent","tt1840309",2014-08-31,"Divergent",6,7.2,"2014","PG-13",2014-03-21,139,"Action, Adventure, Romance","Neil Burger","Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","English","USA","1 win.","http://ia.media-imdb.com/images/M/MV5BMjM3MDIxMzY1NV5BMl5BanBnXkFtZTgwMzk5NjEzMDE@._V1_SX300.jpg",48,7.3,79053,"movie",41,"rotten",5.4,192,79,113,"With an adherence to YA formula that undercuts its individualistic message, Divergent opens its planned trilogy in disappointingly predictable fashion.",75,3.9,108098,2014-08-05,150800000,"Lionsgate Films/Summit Entertainment","http://DivergentTheMovie.com/","True","Divergent","3",5
"Django Unchained","tt1853728",2013-03-03,"Django Unchained",8,8.8,"2012","R",2012-12-25,165,"Western","Quentin Tarantino","Quentin Tarantino","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","English, German, French","USA","Won 2 Oscars. Another 51 wins & 75 nominations.","http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg",81,8.5,619363,"movie",88,"certified",8,246,216,30,"Bold, bloody, and stylistically daring, Django Unchained is another incendiary masterpiece from Quentin Tarantino.",92,4.3,414867,2013-04-16,162800000,"The Weinstein Co.","http://unchainedmovie.com/","True","DjangUnchained","5",1
"Django Unchained","tt1853728",2013-04-07,"Django Unchained",3,8.6,"2012","R",2012-12-25,165,"Western","Quentin Tarantino","Quentin Tarantino","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","English, German, French","USA","Won 2 Oscars. Another 51 wins & 75 nominations.","http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg",81,8.5,619363,"movie",88,"certified",8,246,216,30,"Bold, bloody, and stylistically daring, Django Unchained is another incendiary masterpiece from Quentin Tarantino.",92,4.3,414867,2013-04-16,162800000,"The Weinstein Co.","http://unchainedmovie.com/","True","DjangUnchained","5",1
"Django Unchained","tt1853728",2013-03-31,"Django Unchained",1,8.6,"2012","R",2012-12-25,165,"Western","Quentin Tarantino","Quentin Tarantino","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","English, German, French","USA","Won 2 Oscars. Another 51 wins & 75 nominations.","http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg",81,8.5,619363,"movie",88,"certified",8,246,216,30,"Bold, bloody, and stylistically daring, Django Unchained is another incendiary masterpiece from Quentin Tarantino.",92,4.3,414867,2013-04-16,162800000,"The Weinstein Co.","http://unchainedmovie.com/","True","DjangUnchained","5",1
"Django Unchained","tt1853728",2013-04-21,"Django Unchained",9,8.6,"2012","R",2012-12-25,165,"Western","Quentin Tarantino","Quentin Tarantino","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","English, German, French","USA","Won 2 Oscars. Another 51 wins & 75 nominations.","http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg",81,8.5,619363,"movie",88,"certified",8,246,216,30,"Bold, bloody, and stylistically daring, Django Unchained is another incendiary masterpiece from Quentin Tarantino.",92,4.3,414867,2013-04-16,162800000,"The Weinstein Co.","http://unchainedmovie.com/","True","DjangUnchained","5",1
"Django Unchained","tt1853728",2013-04-14,"Django Unchained",7,8.6,"2012","R",2012-12-25,165,"Western","Quentin Tarantino","Quentin Tarantino","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","English, German, French","USA","Won 2 Oscars. Another 51 wins & 75 nominations.","http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg",81,8.5,619363,"movie",88,"certified",8,246,216,30,"Bold, bloody, and stylistically daring, Django Unchained is another incendiary masterpiece from Quentin Tarantino.",92,4.3,414867,2013-04-16,162800000,"The Weinstein Co.","http://unchainedmovie.com/","True","DjangUnchained","5",1
